state_dt,pct_change
2019-03-27,-1.0
2019-03-28,0.0
2019-03-29,2.0
2019-04-01,4.0
2019-04-02,0.0
2019-04-03,0.0
2019-04-04,-1.0
2019-04-08,-4.0
2019-04-09,2.0
2019-04-10,0.0
2019-04-11,0.0
2019-04-12,-3.0
2019-04-15,0.0
2019-04-16,2.0
2019-04-17,-1.0
2019-04-18,-1.0
2019-04-19,4.0
2019-04-22,0.0
2019-04-23,-1.0
2019-04-24,1.0
2019-04-25,-4.0
2019-04-26,0.0
2019-04-29,-4.0
2019-04-30,0.0
2019-05-06,-8.0
2019-05-07,1.0
2019-05-08,3.0
2019-05-09,3.0
2019-05-10,5.0
2019-05-13,2.0
