state_dt,pct_change
2019-03-27,1.0
2019-03-28,-1.0
2019-03-29,2.0
2019-04-01,2.0
2019-04-02,1.0
2019-04-03,-1.0
2019-04-04,1.0
2019-04-08,-4.0
2019-04-09,-1.0
2019-04-10,-1.0
2019-04-11,0.0
2019-04-12,1.0
2019-04-15,0.0
2019-04-16,2.0
2019-04-17,-1.0
2019-04-18,-2.0
2019-04-19,0.0
2019-04-22,-1.0
2019-04-23,-1.0
2019-04-24,2.0
2019-04-25,-4.0
2019-04-26,-2.0
2019-04-29,-7.0
2019-04-30,1.0
2019-05-06,-9.0
2019-05-07,1.0
2019-05-08,4.0
2019-05-09,0.0
2019-05-10,6.0
2019-05-13,-2.0
